Record Length,20480,,Source,CH1,CH2
Sample Interval,CH1:0.0000002000000 CH2:0.0000002000000,,Second,Volt,Volt
,,,-0.00202900016,11.20000,-7.60000
,,,-0.00202880016,11.20000,-7.80000
,,,-0.00202860016,11.20000,-7.60000
,,,-0.00202840016,11.20000,-7.60000
,,,-0.00202820000,11.20000,-7.60000
,,,-0.00202800000,11.20000,-7.60000
,,,-0.00202780000,11.20000,-7.60000
,,,-0.00202760000,11.20000,-7.60000
,,,-0.00202740000,11.20000,-7.60000
,,,-0.00202720000,11.20000,-7.60000
,,,-0.00202700000,11.20000,-7.80000
,,,-0.00202680000,11.20000,-7.60000
,,,-0.00202660000,11.20000,-7.60000
,,,-0.00202640000,11.20000,-7.60000
,,,-0.00202620000,11.20000,-7.60000
,,,-0.00202600000,11.20000,-7.60000
,,,-0.00202580000,11.00000,-7.60000
,,,-0.00202560000,11.20000,-7.60000
,,,-0.00202540000,11.20000,-7.60000
,,,-0.00202520000,11.20000,-7.80000
,,,-0.00202500000,11.20000,-7.60000
,,,-0.00202480000,11.20000,-7.60000
,,,-0.00202460000,11.20000,-8.00000
,,,-0.00202440000,11.20000,-7.60000
,,,-0.00202420000,11.20000,-7.60000
,,,-0.00202400000,11.20000,-7.80000
,,,-0.00202380000,11.20000,-7.60000
,,,-0.00202360000,11.20000,-7.60000
,,,-0.00202340000,11.00000,-7.60000
,,,-0.00202320000,11.20000,-7.60000
,,,-0.00202300000,11.20000,-7.60000
,,,-0.00202280000,11.20000,-7.60000
,,,-0.00202260000,11.20000,-7.80000
,,,-0.00202240000,11.00000,-7.80000
,,,-0.00202220000,11.20000,-7.60000
,,,-0.00202200000,11.20000,-7.80000
,,,-0.00202180000,11.20000,-7.60000
,,,-0.00202160000,11.20000,-7.60000
,,,-0.00202140000,11.20000,-7.60000
,,,-0.00202120000,11.20000,-7.80000
,,,-0.00202100000,11.20000,-7.80000
,,,-0.00202080000,11.20000,-7.60000
,,,-0.00202060000,11.20000,-7.60000
,,,-0.00202040000,11.20000,-7.60000
,,,-0.00202020000,11.20000,-7.60000
,,,-0.00202000000,11.20000,-7.60000
,,,-0.00201980000,11.20000,-7.60000
,,,-0.00201960000,11.20000,-7.60000
,,,-0.00201940000,11.20000,-7.60000
,,,-0.00201920000,11.20000,-7.60000
,,,-0.00201900000,11.20000,-7.60000
,,,-0.00201880000,11.20000,-7.60000
,,,-0.00201860000,11.20000,-7.60000
,,,-0.00201840000,11.20000,-7.60000
,,,-0.00201820000,11.20000,-7.80000
,,,-0.00201800000,11.20000,-7.80000
,,,-0.00201780000,11.20000,-7.60000
,,,-0.00201760000,11.20000,-7.80000
,,,-0.00201740000,11.20000,-7.60000
,,,-0.00201720000,11.20000,-7.60000
,,,-0.00201700000,11.20000,-7.60000
,,,-0.00201680000,11.20000,-7.60000
,,,-0.00201660000,11.20000,-7.60000
,,,-0.00201640000,11.20000,-7.60000
,,,-0.00201620000,11.20000,-7.60000
,,,-0.00201600000,11.20000,-7.60000
,,,-0.00201580000,11.20000,-7.60000
,,,-0.00201560000,11.20000,-7.60000
,,,-0.00201540000,11.20000,-7.60000
,,,-0.00201520000,11.20000,-7.60000
,,,-0.00201500000,11.20000,-7.60000
,,,-0.00201480000,11.20000,-7.60000
,,,-0.00201460000,11.20000,-7.80000
,,,-0.00201440000,11.20000,-7.60000
,,,-0.00201420000,11.20000,-7.60000
,,,-0.00201400000,11.20000,-7.60000
,,,-0.00201380000,11.20000,-7.60000
,,,-0.00201360000,11.20000,-7.60000
,,,-0.00201340000,11.20000,-7.60000
,,,-0.00201320000,11.20000,-7.80000
,,,-0.00201300000,11.20000,-7.60000
,,,-0.00201280000,11.20000,-7.80000
,,,-0.00201260000,11.20000,-7.80000
,,,-0.00201240000,11.20000,-7.80000
,,,-0.00201220000,11.20000,-7.60000
,,,-0.00201200000,11.20000,-7.80000
,,,-0.00201180000,11.20000,-7.60000
,,,-0.00201160000,11.20000,-7.60000
,,,-0.00201140000,11.20000,-7.60000
,,,-0.00201120000,11.20000,-7.60000
,,,-0.00201100000,11.20000,-7.60000
,,,-0.00201080000,11.20000,-7.80000
,,,-0.00201060000,11.20000,-7.60000
,,,-0.00201040000,11.20000,-7.60000
,,,-0.00201020000,11.20000,-7.60000
,,,-0.00201000000,11.20000,-7.60000
,,,-0.00200980000,11.20000,-7.80000
,,,-0.00200960000,11.20000,-7.60000
,,,-0.00200940000,11.20000,-7.60000
,,,-0.00200920000,11.20000,-7.60000
,,,-0.00200900000,11.20000,-7.60000
,,,-0.00200880000,11.20000,-7.80000
,,,-0.00200860000,11.20000,-7.80000
,,,-0.00200840000,11.20000,-7.60000
,,,-0.00200820000,11.20000,-7.60000
,,,-0.00200800000,11.20000,-7.60000
,,,-0.00200779984,11.20000,-7.60000
,,,-0.00200759984,11.20000,-7.60000
,,,-0.00200739984,11.20000,-7.60000
,,,-0.00200719984,11.20000,-7.60000
,,,-0.00200699984,11.20000,-7.60000
,,,-0.00200679984,11.20000,-7.60000
,,,-0.00200659984,11.20000,-7.60000
,,,-0.00200639984,11.20000,-7.60000
,,,-0.00200619984,11.20000,-7.60000
,,,-0.00200599984,11.00000,-7.60000
,,,-0.00200580016,11.20000,-7.60000
,,,-0.00200560016,11.20000,-7.80000
,,,-0.00200540016,11.00000,-7.80000
,,,-0.00200520016,11.20000,-7.80000
,,,-0.00200500016,11.20000,-7.60000
,,,-0.00200480016,11.00000,-7.80000
,,,-0.00200460016,11.20000,-7.60000
,,,-0.00200440016,11.20000,-7.60000
,,,-0.00200420016,11.20000,-7.60000
,,,-0.00200400016,11.20000,-7.60000
,,,-0.00200380016,11.20000,-7.60000
,,,-0.00200360016,11.20000,-7.60000
,,,-0.00200340016,11.20000,-7.80000
,,,-0.00200320016,11.20000,-7.60000
,,,-0.00200300016,11.20000,-7.80000
,,,-0.00200280016,11.20000,-7.60000
,,,-0.00200260016,11.20000,-7.60000
,,,-0.00200240016,11.20000,-7.60000
,,,-0.00200220016,11.20000,-7.60000
,,,-0.00200200016,11.20000,-7.60000
,,,-0.00200180016,11.20000,-7.60000
,,,-0.00200160016,11.20000,-7.60000
,,,-0.00200140016,11.20000,-7.80000
,,,-0.00200120016,11.20000,-7.60000
,,,-0.00200100016,11.20000,-7.60000
,,,-0.00200080016,11.20000,-7.60000
,,,-0.00200060016,11.20000,-7.80000
,,,-0.00200040016,11.20000,-7.60000
,,,-0.00200020016,11.20000,-7.60000
,,,-0.00200000016,11.20000,-7.80000
,,,-0.00199980016,11.20000,-7.60000
,,,-0.00199960016,11.00000,-7.80000
,,,-0.00199940016,11.20000,-7.60000
,,,-0.00199920016,11.20000,-7.80000
,,,-0.00199900016,11.20000,-7.60000
,,,-0.00199880016,11.20000,-7.60000
,,,-0.00199860016,11.20000,-7.60000
,,,-0.00199840016,11.20000,-7.60000
,,,-0.00199820016,11.20000,-7.80000
,,,-0.00199800016,11.20000,-7.60000
,,,-0.00199780016,11.20000,-7.60000
,,,-0.00199760000,11.20000,-7.80000
,,,-0.00199740000,11.20000,-7.80000
,,,-0.00199720000,11.20000,-7.80000
,,,-0.00199700000,11.20000,-7.60000
,,,-0.00199680000,11.20000,-7.60000
,,,-0.00199660000,11.20000,-7.60000
,,,-0.00199640000,11.20000,-7.60000
,,,-0.00199620000,11.00000,-7.60000
,,,-0.00199600000,11.20000,-7.60000
,,,-0.00199580000,11.20000,-7.60000
,,,-0.00199560000,11.20000,-7.60000
,,,-0.00199540000,11.00000,-7.80000
,,,-0.00199520000,11.00000,7.20000
,,,-0.00199500000,11.40000,7.60000
,,,-0.00199480000,11.40000,7.80000
,,,-0.00199460000,11.40000,8.00000
,,,-0.00199440000,11.20000,8.00000
,,,-0.00199420000,11.20000,8.00000
,,,-0.00199400000,11.20000,8.00000
,,,-0.00199380000,11.20000,8.00000
,,,-0.00199360000,11.20000,8.00000
,,,-0.00199340000,11.20000,8.00000
,,,-0.00199320000,11.20000,8.00000
,,,-0.00199300000,11.20000,8.00000
,,,-0.00199280000,11.20000,8.00000
,,,-0.00199260000,11.20000,8.00000
,,,-0.00199240000,11.20000,8.00000
,,,-0.00199220000,11.20000,8.00000
,,,-0.00199200000,11.20000,8.00000
,,,-0.00199180000,11.20000,8.00000
,,,-0.00199160000,11.20000,8.00000
,,,-0.00199140000,11.20000,8.00000
,,,-0.00199120000,11.20000,8.00000
,,,-0.00199100000,11.20000,8.00000
,,,-0.00199080000,11.20000,8.00000
,,,-0.00199060000,11.20000,8.00000
,,,-0.00199040000,11.20000,8.00000
,,,-0.00199020000,11.20000,8.00000
,,,-0.00199000000,11.20000,8.00000
,,,-0.00198980000,11.20000,8.00000
,,,-0.00198960000,11.20000,8.00000
,,,-0.00198940000,11.20000,8.00000
,,,-0.00198920000,11.20000,8.00000
,,,-0.00198900000,11.20000,8.00000
,,,-0.00198880000,11.20000,8.00000
,,,-0.00198860000,11.20000,8.00000
,,,-0.00198840000,11.20000,8.00000
,,,-0.00198820000,11.20000,8.00000
,,,-0.00198800000,11.00000,8.00000
,,,-0.00198780000,11.00000,8.00000
,,,-0.00198760000,10.80000,8.00000
,,,-0.00198740000,10.60000,8.00000
,,,-0.00198720000,10.60000,8.00000
,,,-0.00198700000,10.40000,8.00000
,,,-0.00198680000,10.40000,8.00000
,,,-0.00198660000,10.40000,8.00000
,,,-0.00198640000,10.00000,8.00000
,,,-0.00198620000,10.00000,8.00000
,,,-0.00198600000,9.80000,8.00000
,,,-0.00198580000,9.80000,8.00000
,,,-0.00198560000,9.60000,8.00000
,,,-0.00198540000,9.60000,8.00000
,,,-0.00198520000,9.40000,8.00000
,,,-0.00198500000,9.20000,8.00000
,,,-0.00198480000,9.20000,8.00000
,,,-0.00198460000,9.20000,8.00000
,,,-0.00198440000,8.80000,8.00000
,,,-0.00198420000,8.80000,8.00000
,,,-0.00198400000,8.60000,8.00000
,,,-0.00198380000,8.60000,8.00000
,,,-0.00198360000,8.60000,8.00000
,,,-0.00198340000,8.40000,8.00000
,,,-0.00198320000,8.20000,8.00000
,,,-0.00198300000,8.20000,8.00000
,,,-0.00198280000,8.20000,8.00000
,,,-0.00198260000,8.00000,8.00000
,,,-0.00198240000,7.80000,8.00000
,,,-0.00198220000,7.80000,8.00000
,,,-0.00198200000,7.60000,8.00000
,,,-0.00198180000,7.60000,8.00000
,,,-0.00198160000,7.40000,8.00000
,,,-0.00198140000,7.20000,8.00000
,,,-0.00198120000,7.20000,8.00000
,,,-0.00198100000,7.00000,8.00000
,,,-0.00198080000,7.00000,8.00000
,,,-0.00198060000,7.00000,8.00000
,,,-0.00198040000,6.80000,8.00000
,,,-0.00198020000,6.60000,8.00000
,,,-0.00198000000,6.60000,8.00000
,,,-0.00197980000,6.40000,8.00000
,,,-0.00197960000,6.20000,8.00000
,,,-0.00197940000,6.20000,8.00000
,,,-0.00197920000,6.20000,8.00000
,,,-0.00197900000,5.80000,8.20000
,,,-0.00197880000,5.80000,8.00000
,,,-0.00197860000,5.60000,8.00000
,,,-0.00197840000,5.60000,8.00000
,,,-0.00197820000,5.40000,8.00000
,,,-0.00197800000,5.40000,8.20000
,,,-0.00197780000,5.20000,8.00000
,,,-0.00197760000,5.20000,8.00000
,,,-0.00197740000,5.00000,8.00000
,,,-0.00197719984,5.00000,8.00000
,,,-0.00197699984,4.80000,8.00000
,,,-0.00197679984,4.80000,8.00000
,,,-0.00197659984,4.60000,8.00000
,,,-0.00197639984,4.40000,8.20000
,,,-0.00197619984,4.40000,8.00000
,,,-0.00197599984,4.40000,8.00000
,,,-0.00197579984,4.00000,8.00000
,,,-0.00197559984,4.00000,8.00000
,,,-0.00197539984,4.00000,8.20000
,,,-0.00197520016,3.80000,8.00000
,,,-0.00197500016,3.80000,8.00000
,,,-0.00197480016,3.60000,8.20000
,,,-0.00197460016,3.60000,8.20000
,,,-0.00197440016,3.40000,8.20000
,,,-0.00197420016,3.20000,8.20000
,,,-0.00197400016,3.20000,8.00000
,,,-0.00197380016,3.20000,8.20000
,,,-0.00197360016,2.80000,8.20000
,,,-0.00197340016,2.80000,8.20000
,,,-0.00197320016,2.80000,8.20000
,,,-0.00197300016,2.60000,8.20000
,,,-0.00197280016,2.60000,8.00000
,,,-0.00197260016,2.40000,8.20000
,,,-0.00197240016,2.20000,8.00000
,,,-0.00197220016,2.00000,8.20000
,,,-0.00197200016,2.00000,8.20000
,,,-0.00197180016,2.00000,8.00000
,,,-0.00197160016,1.80000,8.00000
,,,-0.00197140016,1.60000,8.20000
,,,-0.00197120016,1.60000,8.20000
,,,-0.00197100016,1.60000,8.00000
,,,-0.00197080016,1.40000,8.00000
,,,-0.00197060016,1.20000,8.20000
,,,-0.00197040016,1.20000,8.20000
,,,-0.00197020016,1.00000,8.20000
,,,-0.00197000016,1.00000,8.20000
,,,-0.00196980016,1.00000,8.20000
,,,-0.00196960016,0.80000,8.20000
,,,-0.00196940016,0.60000,8.40000
,,,-0.00196920016,0.60000,8.20000
,,,-0.00196900016,0.60000,8.20000
,,,-0.00196880016,0.20000,8.40000
,,,-0.00196860016,0.20000,8.20000
,,,-0.00196840016,0.20000,8.20000
,,,-0.00196820016,-0.20000,8.20000
,,,-0.00196800016,-0.20000,8.20000
,,,-0.00196780016,-0.20000,8.40000
,,,-0.00196760016,-0.40000,8.20000
,,,-0.00196740016,-0.60000,8.20000
,,,-0.00196720000,-0.60000,8.20000
,,,-0.00196700000,-0.80000,8.40000
,,,-0.00196680000,-1.00000,8.20000
,,,-0.00196660000,-1.00000,8.20000
,,,-0.00196640000,-1.00000,8.20000
,,,-0.00196620000,-1.20000,8.20000
,,,-0.00196600000,-1.40000,8.40000
,,,-0.00196580000,-1.40000,8.20000
,,,-0.00196560000,-1.60000,8.00000
,,,-0.00196540000,-1.60000,8.00000
,,,-0.00196520000,-1.80000,8.40000
,,,-0.00196500000,-1.80000,8.20000
,,,-0.00196480000,-2.00000,8.20000
,,,-0.00196460000,-2.20000,8.20000
,,,-0.00196440000,-2.20000,8.40000
,,,-0.00196420000,-2.20000,8.40000
,,,-0.00196400000,-2.40000,8.20000
,,,-0.00196380000,-2.60000,8.40000
,,,-0.00196360000,-2.60000,8.20000
,,,-0.00196340000,-2.60000,8.20000
,,,-0.00196320000,-2.80000,8.20000
,,,-0.00196300000,-2.80000,8.20000
,,,-0.00196280000,-2.80000,8.20000
,,,-0.00196260000,-3.00000,8.40000
,,,-0.00196240000,-3.20000,8.20000
,,,-0.00196220000,-3.20000,8.20000
,,,-0.00196200000,-3.20000,8.40000
,,,-0.00196180000,-3.60000,8.40000
,,,-0.00196160000,-3.60000,8.40000
,,,-0.00196140000,-3.80000,8.20000
,,,-0.00196120000,-4.00000,8.40000
,,,-0.00196100000,-4.00000,8.20000
,,,-0.00196080000,-4.00000,8.40000
,,,-0.00196060000,-4.20000,8.40000
,,,-0.00196040000,-4.40000,8.40000
,,,-0.00196020000,-4.40000,8.40000
,,,-0.00196000000,-4.60000,8.20000
,,,-0.00195980000,-4.80000,8.20000
,,,-0.00195960000,-4.80000,8.40000
,,,-0.00195940000,-4.80000,8.20000
,,,-0.00195920000,-5.00000,8.40000
,,,-0.00195900000,-5.20000,8.20000
,,,-0.00195880000,-5.20000,8.40000
,,,-0.00195860000,-5.40000,8.40000
,,,-0.00195840000,-5.60000,8.40000
,,,-0.00195820000,-5.60000,8.40000
,,,-0.00195800000,-5.80000,8.40000
,,,-0.00195780000,-6.00000,8.40000
,,,-0.00195760000,-6.00000,8.40000
,,,-0.00195740000,-6.00000,8.20000
,,,-0.00195720000,-6.20000,8.20000
,,,-0.00195700000,-6.20000,8.40000
,,,-0.00195680000,-6.20000,8.40000
,,,-0.00195660000,-6.20000,8.40000
,,,-0.00195640000,-6.40000,8.40000
,,,-0.00195620000,-6.60000,8.40000
,,,-0.00195600000,-6.60000,8.40000
,,,-0.00195580000,-6.80000,8.40000
,,,-0.00195560000,-7.00000,8.40000
,,,-0.00195540000,-7.00000,8.40000
,,,-0.00195520000,-7.20000,8.40000
,,,-0.00195500000,-7.40000,8.20000
,,,-0.00195480000,-7.40000,8.40000
,,,-0.00195460000,-7.60000,8.40000
,,,-0.00195440000,-7.60000,8.40000
,,,-0.00195420000,-7.80000,8.40000
,,,-0.00195400000,-7.80000,8.40000
,,,-0.00195380000,-8.00000,8.40000
,,,-0.00195360000,-8.00000,8.40000
,,,-0.00195340000,-8.40000,8.40000
,,,-0.00195320000,-8.40000,8.40000
,,,-0.00195300000,-8.60000,8.40000
,,,-0.00195280000,-8.60000,8.40000
,,,-0.00195260000,-8.60000,8.40000
,,,-0.00195240000,-8.60000,8.40000
,,,-0.00195220013,-9.00000,8.40000
,,,-0.00195200013,-9.00000,8.40000
,,,-0.00195180013,-9.20000,8.40000
,,,-0.00195160013,-9.40000,8.40000
,,,-0.00195140013,-9.40000,8.40000
,,,-0.00195120013,-9.40000,8.40000
,,,-0.00195100013,-9.60000,8.40000
,,,-0.00195080013,-9.80000,8.40000
,,,-0.00195060013,-9.80000,8.40000
,,,-0.00195040013,-9.80000,8.20000
,,,-0.00195020013,-9.80000,8.40000
,,,-0.00195000013,-9.80000,8.40000
,,,-0.00194980000,-9.80000,8.40000
,,,-0.00194960000,-9.80000,8.40000
,,,-0.00194940000,-9.80000,8.40000
,,,-0.00194920000,-9.80000,8.40000
,,,-0.00194900000,-9.80000,8.40000
,,,-0.00194880000,-9.80000,8.40000
,,,-0.00194860000,-9.80000,8.40000
,,,-0.00194840000,-9.80000,8.40000
,,,-0.00194820000,-9.80000,8.40000
,,,-0.00194800000,-9.80000,8.40000
,,,-0.00194780000,-9.80000,8.40000
,,,-0.00194760000,-9.80000,8.40000
,,,-0.00194740000,-9.80000,8.40000
,,,-0.00194720000,-9.80000,8.40000
,,,-0.00194700000,-9.80000,8.40000
,,,-0.00194680000,-9.80000,8.40000
,,,-0.00194660000,-9.80000,8.40000
,,,-0.00194640000,-9.80000,8.40000
,,,-0.00194620000,-9.80000,8.40000
,,,-0.00194600000,-9.80000,8.40000
,,,-0.00194580000,-9.80000,8.40000
,,,-0.00194560000,-9.80000,8.40000
,,,-0.00194540000,-9.80000,8.40000
,,,-0.00194520000,-9.80000,8.40000
,,,-0.00194500000,-9.80000,8.40000
,,,-0.00194480000,-9.80000,8.40000
,,,-0.00194460000,-9.80000,8.40000
,,,-0.00194440000,-9.80000,8.40000
,,,-0.00194420000,-9.80000,8.40000
,,,-0.00194400000,-9.80000,8.40000
,,,-0.00194380000,-9.80000,8.40000
,,,-0.00194360000,-9.80000,8.40000
,,,-0.00194340000,-9.80000,8.40000
,,,-0.00194320000,-9.80000,8.40000
,,,-0.00194300000,-9.80000,8.40000
,,,-0.00194280000,-9.80000,8.40000
,,,-0.00194260000,-9.80000,8.40000
,,,-0.00194240000,-9.80000,8.40000
,,,-0.00194220000,-9.80000,8.40000
,,,-0.00194200000,-9.80000,8.40000
,,,-0.00194180000,-9.80000,8.40000
,,,-0.00194160000,-9.80000,8.40000
,,,-0.00194140000,-9.80000,8.40000
,,,-0.00194120000,-9.80000,8.40000
,,,-0.00194100000,-9.80000,8.40000
,,,-0.00194080000,-10.00000,8.40000
,,,-0.00194060000,-9.80000,8.40000
,,,-0.00194040000,-9.80000,8.40000
,,,-0.00194020000,-9.80000,8.40000
,,,-0.00194000000,-9.80000,8.40000
,,,-0.00193980000,-9.80000,8.40000
,,,-0.00193960000,-9.80000,8.40000
,,,-0.00193940000,-9.80000,8.40000
,,,-0.00193920000,-9.80000,8.40000
,,,-0.00193900000,-9.80000,8.40000
,,,-0.00193880000,-9.80000,8.40000
,,,-0.00193860000,-9.80000,8.40000
,,,-0.00193840000,-9.80000,8.40000
,,,-0.00193820000,-9.80000,8.40000
,,,-0.00193800000,-9.80000,8.40000
,,,-0.00193780000,-9.80000,8.40000
,,,-0.00193760000,-9.80000,8.40000
,,,-0.00193740000,-9.80000,8.40000
,,,-0.00193720000,-9.80000,8.40000
,,,-0.00193700000,-9.80000,8.40000
,,,-0.00193680013,-9.80000,8.40000
,,,-0.00193660013,-10.00000,8.40000
,,,-0.00193640013,-9.80000,8.40000
,,,-0.00193620013,-9.80000,8.40000
,,,-0.00193600013,-10.00000,8.40000
,,,-0.00193580013,-9.80000,8.40000
,,,-0.00193560013,-9.80000,8.40000
,,,-0.00193540013,-9.80000,8.40000
,,,-0.00193520013,-9.80000,8.40000
,,,-0.00193500013,-9.80000,8.40000
,,,-0.00193480013,-9.80000,8.40000
,,,-0.00193460013,-9.80000,8.40000
,,,-0.00193440000,-9.80000,8.40000
,,,-0.00193420000,-9.80000,8.40000
,,,-0.00193400000,-9.80000,8.40000
,,,-0.00193380000,-9.80000,8.40000
,,,-0.00193360000,-9.80000,8.40000
,,,-0.00193340000,-9.80000,8.40000
,,,-0.00193320000,-9.80000,8.40000
,,,-0.00193300000,-9.80000,8.40000
,,,-0.00193280000,-9.80000,8.40000
,,,-0.00193260000,-9.80000,8.40000
,,,-0.00193240000,-9.80000,8.40000
,,,-0.00193220000,-9.80000,8.40000
,,,-0.00193200000,-9.80000,8.40000
,,,-0.00193180000,-9.80000,8.40000
,,,-0.00193160000,-9.80000,8.40000
,,,-0.00193140000,-9.80000,8.40000
,,,-0.00193120000,-9.80000,8.40000
,,,-0.00193100000,-9.80000,8.40000
,,,-0.00193080000,-9.80000,8.40000
,,,-0.00193060000,-9.80000,8.40000
,,,-0.00193040000,-9.80000,8.40000
,,,-0.00193020000,-9.80000,8.40000
,,,-0.00193000000,-9.80000,8.40000
,,,-0.00192980000,-9.80000,8.40000
,,,-0.00192960000,-9.80000,8.40000
,,,-0.00192940000,-9.80000,8.40000
,,,-0.00192920000,-9.80000,8.40000
,,,-0.00192900000,-9.80000,8.40000
,,,-0.00192880000,-9.80000,8.40000
,,,-0.00192860000,-9.80000,8.40000
,,,-0.00192840000,-9.80000,8.40000
,,,-0.00192820000,-9.80000,8.40000
,,,-0.00192800000,-9.80000,8.40000
,,,-0.00192780000,-9.80000,8.40000
,,,-0.00192760000,-9.80000,8.40000
,,,-0.00192740000,-9.80000,8.40000
,,,-0.00192720000,-9.80000,8.40000
,,,-0.00192700000,-9.80000,8.40000
,,,-0.00192680000,-9.80000,8.40000
,,,-0.00192660000,-9.80000,8.40000
,,,-0.00192640000,-9.80000,8.40000
,,,-0.00192620000,-9.80000,8.40000
,,,-0.00192600000,-9.80000,8.40000
,,,-0.00192580000,-9.80000,8.40000
,,,-0.00192560000,-9.80000,8.40000
,,,-0.00192540000,-9.80000,8.40000
,,,-0.00192520000,-9.80000,8.40000
,,,-0.00192500000,-9.80000,8.40000
,,,-0.00192480000,-9.80000,8.40000
,,,-0.00192460000,-9.80000,8.40000
,,,-0.00192440000,-9.80000,8.40000
,,,-0.00192420000,-9.80000,8.40000
,,,-0.00192400000,-9.80000,8.40000
,,,-0.00192380000,-9.80000,8.40000
,,,-0.00192360000,-9.80000,8.40000
,,,-0.00192340000,-9.80000,8.40000
,,,-0.00192320000,-9.80000,8.40000
,,,-0.00192300000,-9.80000,8.40000
,,,-0.00192280000,-9.80000,8.40000
,,,-0.00192260000,-9.80000,8.40000
,,,-0.00192240000,-9.80000,8.40000
,,,-0.00192220000,-9.80000,8.40000
,,,-0.00192200000,-9.80000,8.40000
